,address,withdrawal_address,staked_RPL,node_RPL,withdrawal_RPL,nETH,pETH
1959,0x5B9BaE7E2F18925D5b68a73d3AdE9c0024CcA135,0x5B9BaE7E2F18925D5b68a73d3AdE9c0024CcA135,95.37336367357638,0.0,0.0,16.0,16.0
1960,0x33B4Aaa207223672Be927F3070E3197F6b86a427,0x33B4Aaa207223672Be927F3070E3197F6b86a427,0.0,0.0,0.0,0.0,0.0
1961,0x6b9fEA865421422997654B35ac4a6C0E06b959F0,0x5D79fC3e6A91E249C1193d8326a912F949568646,216.10022271459758,0.0,0.0,8.0,24.0
1962,0x9f56F3aEed0E79f0e7612119ACa0bab15477cEC6,0xAdD3F475148F38f18a0BA7b8B2894B8b983c9678,0.0,0.0,1e-18,0.0,0.0
1963,0xD78785Da5196122393B4a5bF742f9bc762AFC9d2,0x93A817c563f961890018FD939e5c30481304AA81,384.0416021221308,0.0,0.0,24.0,72.0
1964,0x58fa2ca71c4a37f6B280fc55e04cC8Effa68a18A,0xF239EADB14b976E56c5fADe9Ec2d93Ec6635e341,669.2657519605242,0.0,0.0,16.0,48.0
1965,0x05b3edF0E4dd5dfF1c0c11652276EF1f8485C786,0x06f78cEc16cBDD9a7fbaF70D11500d45Fe2D0E95,0.0,0.0,0.0,0.0,0.0
1966,0x2999cd1E7fe6C50d63AefA5255809E9B25A96d0f,0x0b21B5B70a6eE2fC53228363883dE6419CEF1254,1831.9242250288971,1.86698233865e-07,0.0,288.0,288.0
1967,0x90003205f9144d90789b986946B6a2ca6eF49CC2,0x4FF58c49aE050Fb690EE42c01c14FA73f6286CCc,13892.362691340511,0.0,86.58529070935343,392.0,1176.0
1968,0xE4A51FeB6A8bb23b1C2CcD1EEE737b16b3cc03FB,0xE4A51FeB6A8bb23b1C2CcD1EEE737b16b3cc03FB,329.50721497020345,0.0,0.0,24.0,40.0
1969,0x5675f236393B6b78c0D206De6d3B40e7CBf39898,0x3b6b49B3c67cCd9D531368E8bA76e093fA94c692,305.04201621286893,0.0,0.0,32.0,64.0
1970,0x4E08BB990Ae713DfB9416E11715592E71B09D10C,0x4E08BB990Ae713DfB9416E11715592E71B09D10C,279.5877196511368,0.0,0.0,16.0,48.0
